Collection Time,Synchronized to Cloud,Collected By,Longitude,Latitude,Confidence,Status
2026-08-01T00:20:08Z,2026-08-01T01:00:06.545Z,1e00000990,141.6201041,42.6472621,24,0
2026-08-01T00:51:05Z,2026-08-01T02:51:05.473Z,1e00000990,141.6198508,42.6477193,59,0
2026-08-01T01:07:08Z,2026-08-01T02:51:05.473Z,1e00000990,141.6198501,42.6477214,42,0
2026-08-01T01:49:08Z,2026-08-01T02:51:05.473Z,1e00000990,141.6211266,42.645278,114,0
2026-08-01T01:57:57Z,2026-08-01T02:51:05.473Z,1e00000990,141.620779,42.6462762,161,0
2026-08-01T03:54:09Z,2026-08-01T04:43:05.626Z,1e00000990,141.6196829,42.6476445,151,0
2026-08-01T05:10:08Z,2026-08-01T05:34:06.519Z,1e00000990,141.6192236,42.6473491,119,0
2026-08-01T05:15:09Z,2026-08-01T06:25:06.345Z,1e00000990,141.6193935,42.6473061,133,0
2026-08-01T06:21:10Z,2026-08-01T07:25:04.738Z,1e00000990,141.6201363,42.6478565,31,0
2026-08-01T08:03:10Z,2026-08-01T08:28:05.182Z,1e00000990,141.6202345,42.6473259,30,0
2026-08-01T08:04:08Z,2026-08-01T09:17:06.589Z,1e00000990,141.6205691,42.6476707,153,0
2026-08-01T09:40:11Z,2026-08-01T10:13:05.532Z,1e00000990,141.6181763,42.642798,31,0
2026-08-01T09:43:11Z,2026-08-01T10:13:05.532Z,1e00000990,141.618299,42.6434583,43,0
2026-08-01T09:47:08Z,2026-08-01T10:13:05.532Z,1e00000990,141.6187926,42.6431488,86,0
2026-08-01T09:48:09Z,2026-08-01T10:13:05.532Z,1e00000990,141.6181953,42.6431997,39,0
2026-08-01T09:58:10Z,2026-08-01T10:13:05.532Z,1e00000990,141.6185691,42.6433896,43,0
2026-08-01T10:24:09Z,2026-08-01T11:05:05.905Z,1e00000990,141.6187574,42.6437969,54,0
2026-08-01T10:25:08Z,2026-08-01T11:05:05.905Z,1e00000990,141.6187653,42.6438446,42,0
2026-08-01T10:26:08Z,2026-08-01T11:05:05.905Z,1e00000990,141.618708,42.6438105,52,0
2026-08-01T10:26:10Z,2026-08-01T11:05:05.905Z,1e00000990,141.61826,42.6435643,106,0
2026-08-01T10:26:11Z,2026-08-01T11:05:05.905Z,1e00000990,141.6185267,42.6435654,27,0
2026-08-01T10:40:10Z,2026-08-01T11:05:05.905Z,1e00000990,141.6189868,42.6441203,140,0
2026-08-01T10:49:11Z,2026-08-01T11:05:05.905Z,1e00000990,141.6182072,42.6441295,167,0
2026-08-01T10:51:10Z,2026-08-01T11:05:05.905Z,1e00000990,141.6185987,42.6440466,103,0
2026-08-01T11:24:10Z,2026-08-01T12:00:05.294Z,1e00000990,141.6187842,42.6439947,76,0
2026-08-01T11:25:11Z,2026-08-01T12:00:05.294Z,1e00000990,141.6183924,42.6434481,31,0
2026-08-01T11:26:09Z,2026-08-01T12:00:05.294Z,1e00000990,141.6186908,42.6446632,153,0
2026-08-01T11:28:10Z,2026-08-01T12:00:05.294Z,1e00000990,141.6186733,42.6438665,72,0
2026-08-01T11:32:09Z,2026-08-01T12:00:05.294Z,1e00000990,141.6183828,42.6433901,25,0
2026-08-01T11:45:10Z,2026-08-01T12:00:05.294Z,1e00000990,141.618772,42.6437964,23,0
2026-08-01T11:55:10Z,2026-08-01T12:00:05.294Z,1e00000990,141.6184749,42.643407,92,0
2026-08-01T11:57:08Z,2026-08-01T12:55:05.735Z,1e00000990,141.6192344,42.6440475,113,0
2026-08-01T11:57:09Z,2026-08-01T12:55:05.735Z,1e00000990,141.6185698,42.6435813,142,0
2026-08-01T12:18:08Z,2026-08-01T12:55:05.735Z,1e00000990,141.6268301,42.6529011,25,0
2026-08-01T12:34:11Z,2026-08-01T12:55:05.735Z,1e00000990,141.6185969,42.6439184,44,0
2026-08-01T12:54:08Z,2026-08-01T13:41:05.376Z,1e00000990,141.6185981,42.6435035,28,0
2026-08-01T13:05:08Z,2026-08-01T13:41:05.376Z,1e00000990,141.6189525,42.6439184,142,0
2026-08-01T13:06:08Z,2026-08-01T13:41:05.376Z,1e00000990,141.6186656,42.6440953,154,0
2026-08-01T13:13:10Z,2026-08-01T13:41:05.376Z,1e00000990,141.6181879,42.6442156,108,0
2026-08-01T13:21:12Z,2026-08-01T13:41:05.376Z,1e00000990,141.6185125,42.6432946,48,0
2026-08-01T13:40:12Z,2026-08-01T14:43:05.093Z,1e00000990,141.6192219,42.6440732,74,0
2026-08-01T13:41:24Z,2026-08-01T14:43:05.093Z,1e00000990,141.6217102,42.6510358,61,0
2026-08-01T13:42:09Z,2026-08-01T14:43:05.093Z,1e00000990,141.6187871,42.6431483,19,0
2026-08-01T13:44:12Z,2026-08-01T14:43:05.093Z,1e00000990,141.6192078,42.6439976,127,0
2026-08-01T13:45:09Z,2026-08-01T14:43:05.093Z,1e00000990,141.6187444,42.6437641,19,0
2026-08-01T13:45:10Z,2026-08-01T14:43:05.093Z,1e00000990,141.618762,42.6429861,130,0
2026-08-01T13:55:11Z,2026-08-01T15:39:05.547Z,1e00000990,141.6185012,42.6432201,19,0
2026-08-01T14:01:10Z,2026-08-01T14:43:05.093Z,1e00000990,141.6167833,42.6488595,187,0
2026-08-01T14:08:11Z,2026-08-01T15:39:05.547Z,1e00000990,141.6185327,42.6432296,109,0
2026-08-01T14:38:10Z,2026-08-01T15:39:05.547Z,1e00000990,141.6185327,42.6435366,69,0
2026-08-01T15:15:12Z,2026-08-01T16:28:05.649Z,1e00000990,141.6182711,42.6434674,48,0
2026-08-01T15:35:12Z,2026-08-01T15:39:05.547Z,1e00000990,141.6186025,42.6437447,35,0
2026-08-01T15:58:10Z,2026-08-01T16:28:05.649Z,1e00000990,141.6188348,42.6442068,23,0
2026-08-01T16:26:11Z,2026-08-01T17:31:05.146Z,1e00000990,141.6178963,42.6436301,50,0
2026-08-01T16:36:10Z,2026-08-01T17:31:05.146Z,1e00000990,141.6187702,42.6438451,19,0
2026-08-01T16:46:09Z,2026-08-01T17:31:05.146Z,1e00000990,141.6194741,42.6434958,170,0
2026-08-01T17:41:11Z,2026-08-01T18:38:05.357Z,1e00000990,141.6188318,42.643964,48,0
2026-08-01T17:56:10Z,2026-08-01T18:38:05.357Z,1e00000990,141.6188351,42.6442252,48,0
2026-08-01T17:59:12Z,2026-08-01T18:38:05.357Z,1e00000990,141.6186787,42.644458,71,0
2026-08-01T18:06:13Z,2026-08-01T18:38:05.357Z,1e00000990,141.6180094,42.6436657,59,0
2026-08-01T18:12:13Z,2026-08-01T18:38:05.357Z,1e00000990,141.6180089,42.6436729,21,0
2026-08-01T18:13:10Z,2026-08-01T18:38:05.357Z,1e00000990,141.6188167,42.6442323,51,0
2026-08-01T18:14:11Z,2026-08-01T18:38:05.357Z,1e00000990,141.6186772,42.6444581,62,0
2026-08-01T18:19:13Z,2026-08-01T18:38:05.357Z,1e00000990,141.6182349,42.6464909,217,0
2026-08-01T18:37:10Z,2026-08-01T19:25:05.899Z,1e00000990,141.6188076,42.6442464,32,0
2026-08-01T18:42:13Z,2026-08-01T19:25:05.899Z,1e00000990,141.6188066,42.6442496,29,0
2026-08-01T18:49:12Z,2026-08-01T19:25:05.899Z,1e00000990,141.618803,42.6442508,28,0
2026-08-01T18:55:10Z,2026-08-01T19:25:05.899Z,1e00000990,141.6187989,42.6442506,27,0
2026-08-01T19:02:11Z,2026-08-01T19:25:05.899Z,1e00000990,141.6186701,42.6444604,47,0
2026-08-01T19:13:12Z,2026-08-01T20:25:07.789Z,1e00000990,141.6187872,42.644256,26,0
2026-08-01T19:30:13Z,2026-08-01T20:25:07.789Z,1e00000990,141.6187965,42.6442484,25,0
2026-08-01T19:36:11Z,2026-08-01T20:25:07.789Z,1e00000990,141.6187941,42.6442551,23,0
2026-08-01T20:07:13Z,2026-08-01T20:25:07.789Z,1e00000990,141.6405029,42.6618351,102,0
2026-08-01T22:19:15Z,2026-08-01T23:11:06.563Z,1e00000990,141.6224923,42.6473431,48,0
2026-08-01T22:20:12Z,2026-08-01T23:11:06.563Z,1e00000990,141.6230268,42.6466192,37,0
2026-08-01T22:20:16Z,2026-08-01T23:11:06.563Z,1e00000990,141.6224443,42.6473411,216,0
2026-08-01T22:20:18Z,2026-08-01T23:11:06.563Z,1e00000990,141.6224443,42.6473411,217,0
2026-08-01T22:20:36Z,2026-08-01T23:11:06.563Z,1e00000990,141.6224923,42.6473431,50,0
2026-08-01T22:20:55Z,2026-08-01T23:11:06.563Z,1e00000990,141.6224443,42.6473411,226,0
2026-08-01T22:28:35Z,2026-08-01T23:11:06.563Z,1e00000990,141.6215464,42.6480888,42,0
2026-08-01T22:51:33Z,2026-08-02T00:05:06.164Z,1e00000990,141.61652,42.6465318,152,0
2026-08-01T23:06:34Z,2026-08-01T23:11:06.563Z,1e00000990,141.6215464,42.6480888,40,0
2026-08-01T23:07:18Z,2026-08-02T00:05:06.164Z,1e00000990,141.6215464,42.6480888,40,0
2026-08-01T23:19:36Z,2026-08-02T00:05:06.164Z,1e00000990,141.6214594,42.6476873,20,0
2026-08-01T23:42:13Z,2026-08-02T00:05:06.164Z,1e00000990,141.6171193,42.6468143,158,0
2026-08-01T23:44:42Z,2026-08-02T00:05:06.164Z,1e00000990,141.6057437,42.6423954,150,0
2026-08-01T23:46:58Z,2026-08-02T00:05:06.164Z,1e00000990,141.6193833,42.64767,32,0
2026-08-02T00:19:51Z,2026-08-02T01:12:05.602Z,1e00000990,141.6197862,42.6474188,119,0
2026-08-02T00:26:14Z,2026-08-02T01:12:05.602Z,1e00000990,141.6208866,42.647779,135,0
2026-08-02T00:32:56Z,2026-08-02T01:12:05.602Z,1e00000990,141.6218757,42.6477862,177,0
2026-08-02T00:46:39Z,2026-08-02T01:12:05.602Z,1e00000990,141.6187624,42.6473979,99,0
2026-08-02T00:46:59Z,2026-08-02T01:12:05.602Z,1e00000990,141.6226227,42.6484337,92,0
